0; -0.001950; 0.107810; 0.000000; 0.108000; 0.001950; 0.000190; 0.000000; 0.000000; 0.000000; 0.000000; 9.554999; -528.268982;
3; -0.001948; 0.107804; -0.001950; 0.107810; -0.000002; 0.000006; 0.000445; 0.000000; -0.001203; 0.000000; 0.155900; -0.555805;
6; -0.001944; 0.107791; -0.001950; 0.107810; -0.000006; 0.000020; 0.304991; 0.184347; 0.422745; 0.317867; 0.189155; -0.885836;
9; -0.001940; 0.107779; -0.001949; 0.107812; -0.000010; 0.000032; 0.563588; 0.477287; 0.649200; 0.432800; 0.119493; -0.932430;
12; -0.001936; 0.107779; -0.001948; 0.107815; -0.000012; 0.000036; 0.598456; 0.539508; 0.643814; 0.445053; 0.116486; -0.742933;
15; -0.001929; 0.107790; -0.001946; 0.107822; -0.000017; 0.000032; 0.424543; 0.360819; 0.455936; 0.338830; -0.013598; -0.873336;
18; -0.001926; 0.107796; -0.001941; 0.107835; -0.000015; 0.000039; 0.426579; 0.444102; 0.455531; 0.356931; -0.234792; -1.550497;
21; -0.001923; 0.107805; -0.001934; 0.107855; -0.000011; 0.000050; 0.775234; 0.965025; 0.821060; 0.653976; -0.581437; -2.375020;
24; -0.001925; 0.107818; -0.001924; 0.107885; 0.000001; 0.000067; 1.118917; 1.154909; 1.315704; 1.322067; -1.126546; -2.767912;
27; -0.001929; 0.107834; -0.001909; 0.107928; 0.000020; 0.000094; 1.357793; 1.757185; 1.494293; 1.507553; -1.591760; -3.758318;
30; -0.001934; 0.107852; -0.001889; 0.107986; 0.000045; 0.000135; 1.874571; 2.264179; 2.167847; 2.267700; -2.256462; -4.600651;
33; -0.001941; 0.107885; -0.001862; 0.108063; 0.000078; 0.000178; 2.405488; 3.092053; 2.700745; 2.787476; -2.911005; -4.916054;
36; -0.001946; 0.107948; -0.001828; 0.108161; 0.000118; 0.000214; 2.601629; 3.527221; 2.821655; 3.027863; -3.669169; -5.046632;
39; -0.001951; 0.108036; -0.001786; 0.108284; 0.000165; 0.000247; 2.554395; 3.726098; 2.731339; 3.157959; -4.449892; -5.716857;
42; -0.001956; 0.108142; -0.001734; 0.108434; 0.000222; 0.000292; 2.719541; 4.066527; 2.996048; 3.618164; -5.369563; -6.916129;
45; -0.001957; 0.108272; -0.001671; 0.108615; 0.000286; 0.000343; 3.237037; 4.829519; 3.633636; 4.386566; -6.105681; -7.544351;
48; -0.001954; 0.108433; -0.001596; 0.108831; 0.000357; 0.000398; 3.626740; 5.567355; 3.982056; 4.794495; -6.910002; -7.858179;
51; -0.001946; 0.108642; -0.001509; 0.109084; 0.000437; 0.000442; 3.841684; 6.028757; 4.185730; 5.221832; -7.741782; -7.467267;
54; -0.001930; 0.108894; -0.001407; 0.109377; 0.000523; 0.000483; 3.716592; 6.315504; 3.957214; 5.257843; -8.479061; -7.640207;
57; -0.001905; 0.109189; -0.001291; 0.109714; 0.000615; 0.000525; 3.812308; 6.587607; 4.170090; 5.755569; -9.218636; -7.670424;
60; -0.001871; 0.109527; -0.001158; 0.110098; 0.000714; 0.000570; 3.919646; 7.084040; 4.250244; 6.004639; -10.020232; -8.354015;
63; -0.001827; 0.109908; -0.001008; 0.110531; 0.000820; 0.000623; 4.281756; 7.467772; 4.734192; 6.450531; -10.875027; -8.712882;
66; -0.001792; 0.110192; -0.000840; 0.111016; 0.000953; 0.000824; 4.569235; 7.544890; 4.916107; 6.407806; -12.005838; -10.182060;
69; -0.001708; 0.110862; -0.000653; 0.111556; 0.001056; 0.000694; 5.472331; 7.538221; 5.863098; 6.330811; -12.689255; -7.298427;
72; -0.001636; 0.111452; -0.000445; 0.112154; 0.001190; 0.000702; 3.988948; 7.542387; 3.858704; 6.287094; -13.974287; -6.612383;
75; -0.001556; 0.112106; -0.000218; 0.112812; 0.001339; 0.000705; 3.078515; 7.506157; 3.231934; 6.291991; -15.082705; -6.753863;
78; -0.001456; 0.112804; 0.000031; 0.113531; 0.001487; 0.000727; 2.973451; 7.506033; 3.249817; 6.288941; -15.735790; -7.748880;
