0; -0.001950; 0.107810; 0.000000; 0.108000; 0.001950; 0.000190; 0.000000; 0.000000; 0.000000; 0.000000; 9.554999; -528.268982;
3; -0.001949; 0.107808; -0.000942; 0.108009; 0.001007; 0.000201; 0.000458; 0.000000; -0.000715; 0.000000; 39.096115; -4.078354;
6; -0.001945; 0.107792; -0.001885; 0.108036; 0.000060; 0.000244; 8.635394; -5.409616; 8.941895; -3.019165; 43.689022; -5.312684;
9; -0.001973; 0.107837; -0.002826; 0.108080; -0.000853; 0.000242; 8.411819; -4.044477; 9.022217; -4.067993; 45.596603; -1.711683;
12; -0.002062; 0.107961; -0.003766; 0.108142; -0.001704; 0.000181; 8.063704; -6.136078; 8.581665; -6.092957; 47.298462; -0.363551;
15; -0.002191; 0.108053; -0.004705; 0.108222; -0.002515; 0.000169; 7.754122; -7.809784; 8.323853; -6.681702; 48.818214; -3.272677;
18; -0.002408; 0.108125; -0.005643; 0.108319; -0.003235; 0.000194; 7.598488; -7.017056; 8.215286; -4.956268; 47.311771; -4.094296;
21; -0.002714; 0.108214; -0.006578; 0.108435; -0.003864; 0.000221; 7.534545; -5.392152; 8.181717; -4.377182; 45.876274; -3.235181;
24; -0.002970; 0.108303; -0.007511; 0.108567; -0.004541; 0.000264; 7.513845; -5.254287; 8.182922; -4.361908; 44.801552; -1.493815;
27; -0.003646; 0.108543; -0.008442; 0.108718; -0.004796; 0.000175; 7.502914; -6.005430; 8.205294; -4.869339; 37.093174; 0.677458;
30; -0.004282; 0.108751; -0.009369; 0.108886; -0.005087; 0.000135; 7.499605; -5.716608; 8.226116; -4.871109; 31.353424; 1.777804;
33; -0.005043; 0.109001; -0.010293; 0.109071; -0.005250; 0.000070; 7.499941; -5.585993; 8.250214; -4.650820; 24.299261; 2.945164;
36; -0.005917; 0.109271; -0.011214; 0.109274; -0.005297; 0.000003; 6.217875; -5.347049; 6.485840; -4.547859; 17.550659; 3.304544;
39; -0.006906; 0.109584; -0.012130; 0.109494; -0.005224; -0.000090; 4.868388; -4.948591; 5.193237; -3.986481; 9.799127; 5.122948;
42; -0.007993; 0.109885; -0.013042; 0.109731; -0.005050; -0.000154; 2.874585; -4.638864; 2.811768; -4.162247; 3.225292; 3.505475;
45; -0.009167; 0.110181; -0.013950; 0.109985; -0.004782; -0.000196; 2.695158; -3.535082; 3.305176; -1.979034; -3.899393; 4.146138;
48; -0.009999; 0.110394; -0.014852; 0.110257; -0.004853; -0.000137; 1.605822; -1.960732; 2.290771; -1.683716; -7.417425; 4.506232;
51; -0.011308; 0.110755; -0.015749; 0.110545; -0.004441; -0.000210; 1.251583; -1.476135; 1.428467; -1.241150; -13.133179; 6.509968;
54; -0.012658; 0.111154; -0.016641; 0.110850; -0.003983; -0.000303; -0.874504; -1.589062; -1.264160; -1.880463; -17.434040; 6.739551;
57; -0.014520; 0.111665; -0.017527; 0.111173; -0.003007; -0.000492; -2.903554; -1.629748; -2.746826; -1.765503; -24.096157; 4.871414;
60; -0.015941; 0.112020; -0.018406; 0.111511; -0.002466; -0.000509; -3.764125; -0.871066; -4.066040; -0.015503; -26.250614; 2.040860;
63; -0.017355; 0.112339; -0.019279; 0.111866; -0.001925; -0.000472; -3.671316; 1.099665; -3.543396; 1.179871; -27.293839; -0.327829;
66; -0.018759; 0.112677; -0.020145; 0.112238; -0.001387; -0.000439; -3.153665; 2.445225; -3.022736; 2.344727; -28.357870; 0.039476;
69; -0.020147; 0.113048; -0.021004; 0.112626; -0.000857; -0.000422; -3.966878; 2.902886; -4.324036; 1.908203; -28.861105; 0.412931;
72; -0.021499; 0.113434; -0.021856; 0.113030; -0.000357; -0.000404; -5.110000; 2.419126; -5.510742; 1.811279; -27.922453; -0.606863;
75; -0.022367; 0.113673; -0.022700; 0.113450; -0.000332; -0.000224; -5.294570; 2.810332; -5.497620; 1.944321; -24.649542; -4.179226;
78; -0.024008; 0.114104; -0.023535; 0.113885; 0.000473; -0.000219; -3.057818; 4.591570; -3.148926; 3.051086; -22.578512; -6.894147;
81; -0.025161; 0.114457; -0.024363; 0.114337; 0.000798; -0.000121; -2.165044; 4.662372; -1.858032; 4.557617; -20.042501; -5.859353;
